File_ID,Texto_Espanhol,Traducao_PTBR
dlg_dialoghi_es.json data[37][32][0],"Verás... Te has dado cuenta de que tienes un [font=Bold]cráneo flotante[/font] en lugar de una cabeza normal, ¿verdad?","Veja bem... Você percebeu que tem um crânio flutuante em vez de uma cabeça normal, certo?"
dlg_dialoghi_es.json data[37][50][0],Lo conocí en el mercado.,Eu o conheci no mercado.
dlg_dialoghi_es.json data[37][73][0],Hará lo que le dé...,Ele fará o que bem entender...
dlg_dialoghi_es.json data[37][85][0],"Condenándolo a un tormento interminable, mucho peor que la muerte.","Condenando-o a um tormento sem fim, muito pior que a morte."
dlg_dialoghi_es.json data[37][102][0],"Solo eres un viajero sin hogar ni pasado. Puedes ir donde quieras, hacer lo que te dé la gana y ser lo que tú quieras.","Você é apenas um viajante sem lar ou passado. Pode ir aonde quiser, fazer o que quiser e ser o que quiser."
dlg_dialoghi_es.json data[37][110][0],"Humanos perezosos, pero nunca demasiado perezosos para corregir.","Humanos preguiçosos, mas nunca tão preguiçosos a ponto de não corrigirem o rumo."
dlg_dialoghi_es.json data[37][113][0],¿Gustar tú vista?,Gostou do que viu?
dlg_dialoghi_es.json data[37][118][0],¿Qué puedo hacer?,O que posso fazer?
dlg_dialoghi_es.json data[37][123][0],"No, espera, ¿qué es lo que crees que pasó?","Não, espere, o que você acha que aconteceu?"
dlg_dialoghi_es.json data[37][124][0],Eso fue hace como [font=Bold]dos días[/font]. Me parece que ya es un poco tarde para disculparse.,Isso foi há uns dois dias. Acho que é um pouco tarde para pedir desculpas.
dlg_dialoghi_es.json data[37][125][0],¿Desaparecí?,Eu desapareci?
dlg_dialoghi_es.json data[37][140][0],"Parece que está bien, solo un poco [font=Bold]aturdido[/font].  Veamos.","Ele parece estar bem, apenas um pouco atordoado. Vamos ver."
dlg_dialoghi_es.json data[37][150][0],Perdona por no tener ni unas [font=Bold]sillas[/font] ni una [font=Bold]mesa[/font] en condiciones.,Desculpe por não termos cadeiras ou mesas decentes.
dlg_dialoghi_es.json data[37][158][0],¡Qué nervios!,Que emocionante!
dlg_dialoghi_es.json data[37][170][0],"Bravo, saco de huesos. ¡Tú entender todo!","Muito bem, seu ossudo! Você entende tudo!"
dlg_dialoghi_es.json data[37][175][0],Acción inmediata.,Ação imediata.
dlg_dialoghi_es.json data[37][185][0],Ha sido porque he saltado a otro [font=Bold]tiempo[/font] y otro [font=Bold]lugar[/font].,É porque eu saltei para outro tempo e outro lugar.
dlg_dialoghi_es.json data[37][190][0],Ese proceso tiene sus desventajas.,Esse processo tem suas desvantagens.
dlg_dialoghi_es.json data[37][195][0],"Ahora, céntrate en ese momento concreto.","Agora, concentre-se nesse momento específico."
dlg_dialoghi_es.json data[37][200][0],Nos siempre estar cuando tú necesitar.,Estaremos sempre aqui quando você precisar de nós.
dlg_dialoghi_es.json data[38][0][0],"[font=Bold]Los injertos[/font] nunca se van del todo, ¿verdad?","[font=Bold]Enxertos[/font] nunca desaparecem completamente, não é?"
dlg_dialoghi_es.json data[38][1][0],"[font=Bold]¡JE, JE![/font] ¡Digamos que no es usted muy [font=Bold]discreto[/font]!","[font=Bold]Heh, heh![/font] Digamos apenas que você não é muito [font=Bold]discreto[/font]!"
dlg_dialoghi_es.json data[38][4][0],¿No se podía haber evitado ese final?,Não seria possível evitar esse final?
dlg_dialoghi_es.json data[38][11][0],Perdona. No era mi intención interrumpir.,Com licença. Não queria interromper.
dlg_dialoghi_es.json data[38][12][0],No he podido evitar escuchar. Ha sido realmente interesante.,Não consegui evitar de ouvir. Foi realmente interessante.
dlg_dialoghi_es.json data[38][32][0],Imagino que eso no juega a mi favor.,Imagino que isso não jogue a meu favor.
dlg_dialoghi_es.json data[38][50][0],¿Está hablando sobre mí?,Você está falando de mim?
dlg_dialoghi_es.json data[38][73][0],"Digo... Sí, claro. Estaré atenta a él, [font=Bold]lo juro[/font].","Quer dizer... Sim, claro. Vou ficar de olho nele, eu juro."
dlg_dialoghi_es.json data[38][85][0],...,...
dlg_dialoghi_es.json data[38][102][0],¿Y por qué tú no?,E por que não você?
dlg_dialoghi_es.json data[38][110][0],Perdona.,Desculpe.
dlg_dialoghi_es.json data[38][113][0],Impresionante.,Incrível.
dlg_dialoghi_es.json data[38][118][0],"Ante ti, ¿ver [font=Bold]panel[/font]?",Antes de você ver [font=Bold]painel[/font]?
dlg_dialoghi_es.json data[38][123][0],Sé que estás enfadada conmigo. No pretendía avergonzarte.,Eu sei que você está com raiva de mim. Não era minha intenção te constranger.
dlg_dialoghi_es.json data[38][124][0],Oh.,Oh.
dlg_dialoghi_es.json data[38][125][0],Él no recordar.,Ele não se lembra.
dlg_dialoghi_es.json data[38][140][0],Esta sala...,Este quarto...
dlg_dialoghi_es.json data[38][150][0],No suelo tener muchas visitas.,Normalmente não recebo muitas visitas.
dlg_dialoghi_es.json data[38][158][0],"Eh... Estoy un poco lejos, pero creo que veo algo.","Hum... Estou um pouco longe, mas acho que consigo ver alguma coisa."
dlg_dialoghi_es.json data[38][170][0],Pero ¿qué...?,Mas o quê...?
dlg_dialoghi_es.json data[38][175][0],[font=Sus]Nngh... espera... yo...[/font],[font=Sus]Nngh... espera... eu...[/font]
dlg_dialoghi_es.json data[38][180][0],"Cuando la vi en el [font=Bold]mercado[/font], para ella debía de ser [font=Bold]la primera vez que me veía[/font].","Quando a vi no mercado, devia ser a primeira vez que ela me via."
dlg_dialoghi_es.json data[38][185][0],Pero nunca sabía dónde o cuándo llegaba.,Mas ele nunca sabia onde ou quando chegaria.
dlg_dialoghi_es.json data[38][190][0],"Si alguien no está completamente preparado, se convierte en un ser eterno, [font=Bold]atrapado[/font] para siempre en un [font=Bold]instante sin tiempo[/font].","Se alguém não estiver totalmente preparado, torna-se um ser eterno, [font=Bold]preso[/font] para sempre em um [font=Bold]instante atemporal[/font]."
dlg_dialoghi_es.json data[38][195][0],Por duro que sea recordar. Vuelve a la Lila que eras entonces.,"Por mais difícil que seja lembrar, volte a ser a Lila que você era naquela época."
dlg_dialoghi_es.json data[38][200][0],¡Claro! ¡Siempre estamos a tu disposición!,Claro! Estamos sempre ao seu dispor!
dlg_dialoghi_es.json data[39][0][0],UNA PRIMA MÍA ESTUVO METIDA EN ESE ROLLO. SE DESVINCULÓ DE SU CABEZA Y SUS PIES. ME DIJO QUE ERA PARA ALCANZAR LA [font=Bold]ILUMINACIÓN[/font].,Uma prima minha estava envolvida nisso. Ela se desapegou da cabeça e dos pés. Ela me disse que era para alcançar a [font=Bold]iluminação[/font].
dlg_dialoghi_es.json data[39][1][0],UNA PRIMA MÍA ESTUVO METIDA EN ESE ROLLO. SE DESVINCULÓ DE SU CABEZA Y SUS PIES. ME DIJO QUE ERA PARA ALCANZAR LA [font=Bold]ILUMINACIÓN[/font].,Uma prima minha estava envolvida nisso. Ela se desapegou da cabeça e dos pés. Ela me disse que era para alcançar a [font=Bold]iluminação[/font].
dlg_dialoghi_es.json data[39][4][0],"En cuanto nos crearon, explicamos lo que había que hacer, pero nos dijeron que eran medidas [font=Bold]«impopulares»[/font].","Assim que fomos criados, explicamos o que precisava ser feito, mas eles nos disseram que essas eram medidas [font=Bold]""impopulares""[/font]."
dlg_dialoghi_es.json data[39][11][0],"No has interrumpido nada. Ese tipo era, [font=Bold]evidentemente[/font], un esfuerzo baldío.","Você não interrompeu nada. Aquele cara foi, [font=Bold]obviamente[/font], um esforço desperdiçado."
dlg_dialoghi_es.json data[39][12][0],"Sí lo ha sido, aunque parece que no lo suficiente para los [font=Bold]sofisticados[/font] gustos de este vertedero.","Sim, foi, embora pareça não ser suficiente para o gosto refinado deste aterro sanitário."
dlg_dialoghi_es.json data[39][32][0],¿No será que entre los poderes de tu culto también se cuenta el hipnotismo?,Será que o hipnotismo também está entre os poderes do seu culto?
dlg_dialoghi_es.json data[39][50][0],No lo sé...,Não sei...
dlg_dialoghi_es.json data[39][73][0],Bien.,Bom.
dlg_dialoghi_es.json data[39][85][0],¿E-estás bien...?,Você está bem...?
dlg_dialoghi_es.json data[39][102][0],¿Has visto dónde [font=Bold]vivo[/font]?,Você já viu onde eu moro?
dlg_dialoghi_es.json data[39][110][0],No pasar nada.,Nada vai acontecer.
dlg_dialoghi_es.json data[39][113][0],¿Listo?,Preparar?
dlg_dialoghi_es.json data[39][118][0],Abrir. Dentro encontrar freno [font=Bold]dinamo[/font].,Abra. Lá dentro você encontrará o dínamo do freio.
dlg_dialoghi_es.json data[39][123][0],¿Avergonzarme? ¿Te refieres a las cosas que te conté esta mañana sobre [font=Bold]mi madre[/font]?,Me envergonhar? Você está se referindo às coisas que eu te contei hoje de manhã sobre a minha mãe?
dlg_dialoghi_es.json data[39][124][0],"La maestra me dijo que ibas a tardar, así que me fui a casa.","A professora me disse que você ia demorar um pouco, então eu fui para casa."
dlg_dialoghi_es.json data[39][125][0],"Esta [font=Bold]mañana[/font]. Un instante estabas a mi lado, y al siguiente..., te habías desvanecido. [font=Bold]Desapareciste[/font] como por arte de magia.","Esta manhã. Num instante você estava ao meu lado, e no seguinte... você tinha desaparecido. Desapareceu como por magia."
dlg_dialoghi_es.json data[39][140][0],No me parece haberla visto antes. ¿Es posible que sea [font=Bold]una entrada secreta[/font]?,Acho que nunca vi isso antes. Será uma entrada secreta?
dlg_dialoghi_es.json data[39][149][0],¿No vienen porque este sitio no les gusta o porque no los invitas?,Eles não vêm porque não gostam deste lugar ou porque você não os convida?
dlg_dialoghi_es.json data[39][150][0],¿Es que tus amigos no vienen a visitarte? ,Seus amigos não vêm te visitar?
dlg_dialoghi_es.json data[39][151][0],A lo mejor la gente se sentiría más animada a venir si tuvieses sillas.,Talvez as pessoas se sentissem mais encorajadas a vir se houvesse cadeiras disponíveis.
dlg_dialoghi_es.json data[39][158][0],Voy a acercarme.,Vou me aproximar.
dlg_dialoghi_es.json data[39][170][0],"¡Aquí tener, arma tuya!","Aqui está, sua arma!"
dlg_dialoghi_es.json data[39][175][0],"Señor, está detenido.","Senhor, o senhor está preso."
dlg_dialoghi_es.json data[39][180][0],"Tras ese encuentro, [font=Bold]llamó a Hinon[/font] para reservar la mesa en el [font=Bold]salón de té[/font].","Após essa reunião, ele ligou para Hinon para reservar uma mesa na casa de chá."
dlg_dialoghi_es.json data[39][185][0],No podía saber si aparecería en el mercado o en tu casa.,Não consegui perceber se ia aparecer no mercado ou na sua casa.
dlg_dialoghi_es.json data[39][190][0],Se convierte en una [font=Bold]maldición[/font] provocada por vislumbrar lo divino.,Torna-se uma [font=Bold]maldição[/font] provocada por vislumbrar o divino.
dlg_dialoghi_es.json data[39][195][0],[font=Bold]¡Papá![/font],[font=Bold]Papai![/font]
dlg_dialoghi_es.json data[39][200][0],"Gracias. Nos vemos, chicos.","Obrigado. Até mais, pessoal."
dlg_dialoghi_es.json data[40][0][0],"¿Y sabe lo que le dije? «Hay que estar mal de la cabeza para [font=Bold]desvincularse[/font] de todas esas [font=Bold]partes del cuerpo[/font]». ¡Si los alienígenas existiesen, serían igualitos a usted!","E sabe o que eu disse para ela? ""Você teria que estar louca para se [font=Bold]separar[/font] de todas essas [font=Bold]partes do corpo[/font]."" Se alienígenas existissem, eles seriam exatamente como você!"
dlg_dialoghi_es.json data[40][1][0],"HAY QUE ESTAR MAL DE LA CABEZA PARA [font=Bold]DESVINCULARSE[/font] DE TODAS ESAS [font=Bold]PARTES DEL CUERPO[/font]. ¡SI LOS ALIENÍGENAS EXISTIESEN, PROBABLEMENTE SERÍAN IGUALITOS A USTED!","Você teria que ser louco para se separar de todas essas partes do corpo. Se alienígenas existissem, provavelmente seriam iguais a você!"
dlg_dialoghi_es.json data[40][4][0],"Tener menos hijos, comer menos carne, acabar con los viajes en coche y avión, consumir menos tecnología y abolir el capitalismo, reduciendo por consiguiente la desigualdad. Sencillo, ¿no?","Ter menos filhos, comer menos carne, acabar com as viagens de carro e avião, consumir menos tecnologia e abolir o capitalismo, reduzindo assim a desigualdade. Simples, não é?"
dlg_dialoghi_es.json data[40][12][0],De todas formas... ¿Qué deseas?,Enfim... o que você quer?
dlg_dialoghi_es.json data[40][31][0],"¡Sería genial! Resolvería un montón de problemas. Pero no, no poseo «poderes» de ese tipo.","Isso seria ótimo! Resolveria muitos problemas. Mas não, eu não possuo ""poderes"" desse tipo."
dlg_dialoghi_es.json data[40][32][0],"Tal vez, pero, de ser así, nadie me lo ha dicho nunca.","Talvez, mas se for verdade, ninguém nunca me disse."
dlg_dialoghi_es.json data[40][41][0],¡Mira qué luz más bonita!,Olha que luz linda!
dlg_dialoghi_es.json data[40][50][0],"Hinon... [font=Bold]¡Que no lo sé, leñe![/font]","Hinon... [font=Bold]Não sei, leñe![/font]"
dlg_dialoghi_es.json data[40][73][0],"Siempre es como si hubieses caído del cielo, ¿no?","É sempre como se você tivesse caído do céu, não é?"
dlg_dialoghi_es.json data[40][85][0],Sí.,Sim.
dlg_dialoghi_es.json data[40][102][0],¿Cómo puede alguien tener ambiciones o sueños en un sitio como Júpiter?,Como alguém pode ter ambições ou sonhos em um lugar como Júpiter?
dlg_dialoghi_es.json data[40][110][0],"[font=Bold]Amigo de Lila[/font], amigo de yo.","[font=Bold]A amiga de Lila[/font], minha amiga."
dlg_dialoghi_es.json data[40][113][0],¡Listo!,Preparar!
dlg_dialoghi_es.json data[40][118][0],"Dinamo más apretada, más energía.","Dínamo mais compacto, mais energia."
dlg_dialoghi_es.json data[40][123][0],"Sí, era una historia un poco triste, pero no era como para... avergonzarse.","Sim, foi uma história um tanto triste, mas não era algo para se envergonhar."
dlg_dialoghi_es.json data[40][124][0],"Pero olvida eso, ¡tenemos que irnos!","Mas esqueça isso, temos que ir!"
dlg_dialoghi_es.json data[40][125][0],Creo que debieron de usar alguna clase de [font=Bold]teletransporte[/font] para atraparte. Pero no sé cómo exactamente.,Acho que eles devem ter usado algum tipo de teletransporte para te pegar. Mas não sei exatamente como.
dlg_dialoghi_es.json data[40][149][0],Mitad y mitad.,Meio a meio.
dlg_dialoghi_es.json data[40][150][0],Hinon y Bandar... Parecen buena gente.,Hinon e Bandar... Parecem ser boas pessoas.
dlg_dialoghi_es.json data[40][151][0],A lo mejor lo hago a propósito para evitar que vengan.,Talvez eu esteja fazendo isso de propósito para impedir que eles venham.
dlg_dialoghi_es.json data[40][158][0],[font=Bold]¡Ten cuidado![/font],[font=Bold]Cuidado![/font]
dlg_dialoghi_es.json data[40][170][0],¡Ir a encontrar Lila!,Vá encontrar Lila!
dlg_dialoghi_es.json data[40][175][0],Se le acusa de divulgar [font=Bold]material herético[/font] y uso ilegal de [font=Bold]tecnologías blasfemas[/font].,Ele é acusado de disseminar [font=Bold]material herético[/font] e de usar ilegalmente [font=Bold]tecnologias blasfemas[/font].
dlg_dialoghi_es.json data[40][180][0],"En el [font=Bold]salón de té[/font], tomamos un té juntos. Esa era [font=Bold]la primera vez que yo la veía[/font], después de mucho tiempo.","Na sala de chá, tomamos chá juntos. Aquela foi a primeira vez que a vi em muito tempo."
dlg_dialoghi_es.json data[40][185][0],O si acabaría en el futuro o en el pasado.,Ou se terminaria no futuro ou no passado.
dlg_dialoghi_es.json data[40][190][0],"La iluminación otorga poderes que solo un dios podría tener, como crear universos o viajar entre ellos.","A iluminação concede poderes que somente um deus poderia ter, como criar universos ou viajar entre eles."
dlg_dialoghi_es.json data[40][195][0],¡Eres tú de verdad!,É você mesmo?
dlg_dialoghi_es.json data[40][200][0],"Adiós, papá.","Adeus, pai."
dlg_dialoghi_es.json data[41][0][0],Discúlpeme. No es mi intención ofender.,Me perdoe. Não tenho intenção de ofender.
dlg_dialoghi_es.json data[41][1][0],Discúlpeme. No es mi intención ofender.,Me perdoe. Não tenho intenção de ofender.
dlg_dialoghi_es.json data[41][4][0],Pero ¿qué decidieron hacer los terrícolas? Abandonar el planeta.,Mas o que os terráqueos decidiram fazer? Abandonar o planeta.
dlg_dialoghi_es.json data[41][9][0],¿Hice algo ayer que te enfadase?,Fiz alguma coisa ontem que te deixou com raiva?
dlg_dialoghi_es.json data[41][10][0],Quería pedirte perdón por mi repentina partida anoche.,Gostaria de pedir desculpas pela minha partida repentina ontem à noite.
dlg_dialoghi_es.json data[41][11][0],"No pasa nada, solo quería que supieras que aprecio de verdad que te abrieras conmigo.","Tudo bem, eu só queria que você soubesse que agradeço muito por você ter se aberto comigo."
dlg_dialoghi_es.json data[41][12][0],"No te preocupes, solo quería decirte que disfruté mucho ayer...","Não se preocupe, eu só queria te dizer que me diverti muito ontem..."
dlg_dialoghi_es.json data[41][13][0],Hum... ¿estás bien? ¿Ya se te ha curado la pierna?,Hum... você está bem? Sua perna já sarou?
dlg_dialoghi_es.json data[41][14][0],"Me preguntaba... ¿qué ha pasado con... la guerra, ya sabes?","Eu estava me perguntando... o que aconteceu com... a guerra, sabe?"
dlg_dialoghi_es.json data[41][32][0],Hum...,Hum...
dlg_dialoghi_es.json data[41][41][0],Recibe mi más sincero agradecimiento y considérame un [font=Bold]nuevo amigo[/font].,"Por favor, aceite meus mais sinceros agradecimentos e considere-me um novo amigo."
dlg_dialoghi_es.json data[41][50][0],"Escucha... Estaremos allí [font=Bold]mañana[/font] por la noche, ¿vale?","Escuta... Estaremos lá amanhã à noite, ok?"
dlg_dialoghi_es.json data[41][72][0],¿A qué te refieres con «caído del cielo»?,"O que você quer dizer com ""caído do céu""?"
dlg_dialoghi_es.json data[41][73][0],Gracias. Creo que no le caigo muy bien a la tal Bea.,Obrigada. Acho que a Bea não gosta muito de mim.
dlg_dialoghi_es.json data[41][74][0],"Sí, ¡tengo que decir que últimamente me siento como un pez fuera del agua!","Sim, devo dizer que ultimamente tenho me sentido como um peixe fora d'água!"
dlg_dialoghi_es.json data[41][85][0],"Sí, perdóname. Estaba divagando.","Sim, me perdoe. Eu estava divagando."
dlg_dialoghi_es.json data[41][102][0],Pues [font=Bold]márchate[/font].,"Bem, [font=Bold]vá embora[/font]."
dlg_dialoghi_es.json data[41][110][0],"Me alegra saberlo, Bandar.","Fico feliz em ouvir isso, Bandar."
dlg_dialoghi_es.json data[41][113][0],Parece que las palas giran más rápidamente. ¿Hay podlas aquí?,As lâminas parecem estar girando mais rápido. Há algum galho podado aqui?
dlg_dialoghi_es.json data[41][118][0],"Pero si demasiado apretada, no mover, no energía.","Mas se estiver muito apertado, não se mexa, não terá energia."
dlg_dialoghi_es.json data[41][123][0],"Hum, no... Me refería a...","Hum, não... eu quis dizer..."
dlg_dialoghi_es.json data[41][125][0],¿Y habéis venido a rescatarme?,E você veio me resgatar?
dlg_dialoghi_es.json data[41][140][0],[font=Bold]¡Aquí![/font] Esta debe de ser la sala que vimos antes en la [font=Bold]pantalla[/font].,[font=Bold]Aqui![/font] Este deve ser o quarto que vimos mais cedo na [font=Bold]tela[/font].
dlg_dialoghi_es.json data[41][150][0],Qué va. Ya los veo [font=Bold]todos los días[/font]. ¡No quiero tener que verlos en mi casa también!,De jeito nenhum. Eu já os vejo todos os dias. Não quero ter que vê-los também na minha casa!
dlg_dialoghi_es.json data[41][158][0],Menos de 20 metros.,Menos de 20 metros.
dlg_dialoghi_es.json data[41][175][0],"[font=Bold]Evasión[/font] no autorizada, [font=Bold]daño[/font] a materiales litúrgicos y [font=Bold]resistencia a la autoridad[/font].","Evasão não autorizada, danos a materiais litúrgicos e resistência à autoridade."
dlg_dialoghi_es.json data[41][180][0],"Después, me buscó en el [font=Bold]Templo de la Desvinculación[/font], donde le mostré la vida y las tradiciones del culto.","Depois, ele me procurou no Templo do Desapego, onde lhe mostrei a vida e as tradições do culto."
dlg_dialoghi_es.json data[41][185][0],Entonces...,Então...
dlg_dialoghi_es.json data[41][190][0],"Pero tras ello, el tiempo se convierte en una [font=Bold]ilusión[/font].","Mas depois disso, o tempo se torna uma ilusão."
dlg_dialoghi_es.json data[41][195][0],¡Te he echado tanto de menos!,Senti tanta saudade de você!
dlg_dialoghi_es.json data[42][0][0],"No tengo problema en hablar de ello, la verdad.","Sinceramente, não tenho problema nenhum em falar sobre isso."
dlg_dialoghi_es.json data[42][1][0],¿Siempre entretiene a sus clientes con tanta... [font=Bold]pasión[/font]?,Você sempre entretém seus clientes com tanta... paixão?
dlg_dialoghi_es.json data[42][4][0],"Ahora, la Tierra está prácticamente deshabitada.","Atualmente, a Terra está praticamente desabitada."
dlg_dialoghi_es.json data[42][5][0],¿Qué te gustaría saber?,O que você gostaria de saber?
dlg_dialoghi_es.json data[42][9][0],Supongo que mi conducta fue inapropiada. Compararte con un dios... quizá fuese ir demasiado lejos...,Suponho que meu comportamento tenha sido inadequado. Comparar você a um deus... talvez tenha ido longe demais...
dlg_dialoghi_es.json data[42][10][0],"Supongo que debe de haberte molestado, pero te rogaría que me dejaras explicártelo.","Imagino que isso possa tê-lo(a) chateado(a), mas ficaria grato(a) se me permitisse explicar."
dlg_dialoghi_es.json data[42][11][0],Lo de tu madre y todo lo demás... fue realmente conmovedor.,O que aconteceu com sua mãe e tudo o mais... foi realmente comovente.
dlg_dialoghi_es.json data[42][12][0],Subiendo a esas turbinas eólicas... Y me gustó mucho conocer a Bandar. ¡Qué tipo!,Subir naquelas turbinas eólicas... E adorei conhecer o Bandar. Que cara legal!
dlg_dialoghi_es.json data[42][13][0],¿La pierna? A mis piernas no les pasa nada.,Minha perna? Não há nada de errado com as minhas pernas.
dlg_dialoghi_es.json data[42][14][0],¡¿Qué?!,Que?!
dlg_dialoghi_es.json data[42][32][0],A lo mejor acudo algún día al Templo del Culto para ver en persona qué poderes tenéis.,Talvez um dia eu visite o Templo do Culto para ver pessoalmente que poderes vocês possuem.
dlg_dialoghi_es.json data[42][41][0],"Suelta la batería, Tomoto.","Solte a bateria, Tomoto."
dlg_dialoghi_es.json data[42][50][0],[font=Urlato]¡BIEN![/font],[font=Urlato]ÓTIMO![/font]
dlg_dialoghi_es.json data[42][72][0],Me refiero a lo que parece.,Estou me referindo à aparência.
dlg_dialoghi_es.json data[42][73][0],Es un poco nerviosa. Pero tiene buenos motivos para ello.,Ela está um pouco nervosa. Mas tem bons motivos para isso.
dlg_dialoghi_es.json data[42][74][0],Creo que ese símil se queda corto.,Acho que essa comparação não é suficiente.
dlg_dialoghi_es.json data[42][85][0],Algunas preguntas jamás tendrán respuesta.,Algumas perguntas nunca terão respostas.
dlg_dialoghi_es.json data[42][110][0],Bien que Lila tener [font=Bold]nuevo amigo.[/font],Que bom que Lila tem uma nova amiga.
dlg_dialoghi_es.json data[42][113][0],"¡Humano impaciente, más arriba!","Humano impaciente, mais alto!"
dlg_dialoghi_es.json data[42][118][0],"Yo calibrar pala, tú probar freno dinamo cuando te decir.","Eu vou calibrar a alavanca, você testa o freio dínamo quando eu disser."
dlg_dialoghi_es.json data[42][123][0],¿Te referías a...?,Você quis dizer...?
dlg_dialoghi_es.json data[42][125][0],"Sí, pero no hay tiempo que perder. [font=Bold]¡Tenemos que irnos de aquí![/font]","Sim, mas não há tempo a perder. Temos que sair daqui!"
dlg_dialoghi_es.json data[42][140][0],¿Cómo llegamos a ella?,Como chegamos lá?
dlg_dialoghi_es.json data[42][150][0],No me gusta que la gente entre en mi [font=Bold]espacio personal[/font].,Não gosto que as pessoas entrem no meu [font=Bold]espaço pessoal[/font].
dlg_dialoghi_es.json data[42][158][0],Veamos.,Vamos ver.
dlg_dialoghi_es.json data[42][175][0],"Sí, sí, ya se ha enterado.  Vamos a [font=Bold]llevárselo[/font] directamente al [font=Bold]tío[/font]. ¡Seguro que recompensará nuestra demostración de fe inquebrantable!","Sim, sim, ele já sabe. Vamos falar diretamente com o tio. Tenho certeza de que ele recompensará nossa demonstração de fé inabalável!"
dlg_dialoghi_es.json data[42][180][0],"El destino hizo que volviésemos a encontrarnos. Con [font=Bold]Bandar[/font], trepamos a lo alto de las [font=Bold]turbinas eólicas[/font].  Allí, Lila se abrió.","O destino nos uniu novamente. Com Bandar, subimos até o topo das turbinas eólicas. Lá, Lila se abriu."
dlg_dialoghi_es.json data[42][185][0],¿Así que por eso estabas siempre tan... confuso?,Então é por isso que você estava sempre tão... confuso?
dlg_dialoghi_es.json data[42][190][0],La mera existencia se vuelve vacía y carente de significado.,A mera existência torna-se vazia e sem sentido.
dlg_dialoghi_es.json data[42][195][0],"Y yo a ti, Lila.","E eu te amo, Lila."
dlg_dialoghi_es.json data[43][0][0],"[font=Bold]¡BIEN![/font] EN EL [font=Bold]SALÓN DE TÉ DE HINON[/font], TODO EL MUNDO ES BIENVENIDO. INSISTO: [font=Bold]TODO EL MUNDO[/font].","[font=Bold]BOM![/font] NA [font=Bold]CASA DE CHÁ HINON[/font], TODOS SÃO BEM-VINDOS. REPITO: [font=Bold]TODOS[/font]."
dlg_dialoghi_es.json data[43][1][0],"[font=Bold]¡POR SUPUESTO![/font] NO SE PIENSE QUE CON USTED ES DISTINTO. EN EL [font=Bold]SALÓN DE TÉ DE HINON[/font], TODO EL MUNDO ES BIENVENIDO. INSISTO: [font=Bold]TODO EL MUNDO[/font].","[font=Bold]CLARO![/font] NÃO PENSE QUE VOCÊ É DIFERENTE. NO [font=Bold]SALÃO DE CHÁ HINON[/font], TODOS SÃO BEM-VINDOS. REPITO: [font=Bold]TODOS[/font]."
dlg_dialoghi_es.json data[43][5][0],¿Qué desastres esperan a la colonia de Júpiter?,Que desastres aguardam a colônia de Júpiter?
dlg_dialoghi_es.json data[43][9][0],¿Inapropiada en qué sentido? ¿Un dios?,Inapropriado em que sentido? Um deus?
dlg_dialoghi_es.json data[43][10][0],¿Partida? ¿Anoche?,Partida? Ontem à noite?
dlg_dialoghi_es.json data[43][11][0],¿Mi madre? ¿Cuándo te he hablado yo de ella?,Minha mãe? Quando foi que eu já te falei dela?
dlg_dialoghi_es.json data[43][12][0],¿Qué? ¿Turbinas eólicas?,O quê? Turbinas eólicas?
dlg_dialoghi_es.json data[43][14][0],"Eso: la [font=Bold]guerra civil[/font], la revolución o lo que sea.","Isso: a guerra civil, a revolução, ou o que quer que seja."
dlg_dialoghi_es.json data[43][32][0],"¡De ser así, te serviré de guía, si me lo permites!","Se for esse o caso, terei todo o prazer em orientá-lo, se me permitir!"
dlg_dialoghi_es.json data[43][41][0],¡Claro! ¡Son [font=Bold]quince créditos[/font]!,Claro! São quinze créditos!
dlg_dialoghi_es.json data[43][50][0],Acaba de [font=Bold]reservar[/font] una [font=Bold]mesa[/font] para verse conmigo en el salón de Hinon...,Ela acaba de reservar uma mesa para se encontrar comigo no lounge do Hinon...
dlg_dialoghi_es.json data[43][73][0],Lo que está claro es que tú tampoco eres de mucha ayuda.,O que está claro é que você também não está sendo de muita ajuda.
dlg_dialoghi_es.json data[43][85][0],Efectivamente.,De fato.
dlg_dialoghi_es.json data[43][102][0],[font=Bold]N-No puedo[/font] irme.,"[font=Bold]N-Não, eu não posso[/font] ir embora."
dlg_dialoghi_es.json data[43][110][0],Ella no hablar con gente nueva durante [font=Bold]mucho tiempo[/font].,Ela demora muito para conversar com pessoas novas.
dlg_dialoghi_es.json data[43][113][0],"Aquí viento poco, palas lentas.","Pouco vento por aqui, pás lentas."
dlg_dialoghi_es.json data[43][118][0],Entendido.,Entendido.
dlg_dialoghi_es.json data[43][123][0],Olvida que he dicho nada.,Esqueça o que eu disse.
dlg_dialoghi_es.json data[43][125][0],Pero ¿cómo?,Mas como?
dlg_dialoghi_es.json data[43][140][0],"Es posible que sea alguna clase de túnel. Veo unas escaleras, ¿podría tratarse de un pasaje secreto?",Pode ser algum tipo de túnel. Vejo algumas escadas; será uma passagem secreta?
dlg_dialoghi_es.json data[43][150][0],Eso implicaría tener que [font=Bold]limpiar la casa[/font] para recibirlos.  Preguntarles si quieren algo de [font=Bold]comer o beber[/font]...,Isso significaria ter que limpar a casa para recebê-los. Perguntar se eles querem algo para comer ou beber...
dlg_dialoghi_es.json data[43][158][0],¿Puedes verlo?,Você consegue ver?
